storeNo,partNo,date,price
6,10754,2019-09-01,57.99
6,10754,2019-10-01,83.99
6,10754,2019-11-01,58.99
6,10754,2019-12-01,71.99
7,10754,2019-07-01,0.0
7,10754,2019-08-01,58.99
7,10754,2019-09-01,74.99
7,10754,2019-10-01,69.99
7,10754,2019-11-01,63.99
7,10754,2019-12-01,71.99
1,10755,2019-07-01,43.99
1,10755,2019-08-01,38.99
1,10755,2019-09-01,31.99
1,10755,2019-10-01,41.99
1,10755,2019-11-01,37.99
1,10755,2019-12-01,37.99
2,10755,2019-07-01,44.99
2,10755,2019-08-01,47.99
2,10755,2019-09-01,37.99
2,10755,2019-10-01,0.0
2,10755,2019-11-01,41.99
2,10755,2019-12-01,33.99
3,10755,2019-07-01,46.99
3,10755,2019-08-01,42.99
3,10755,2019-09-01,46.99
3,10755,2019-10-01,0.0
3,10755,2019-11-01,37.99
3,10755,2019-12-01,43.99
4,10755,2019-07-01,44.99
4,10755,2019-08-01,0.0
4,10755,2019-09-01,0.0
4,10755,2019-10-01,47.99
4,10755,2019-11-01,37.99
4,10755,2019-12-01,38.99
5,10755,2019-07-01,38.99
5,10755,2019-08-01,37.99
5,10755,2019-09-01,42.99
5,10755,2019-10-01,31.99
5,10755,2019-11-01,43.99
5,10755,2019-12-01,38.99
6,10755,2019-07-01,36.99
6,10755,2019-08-01,0.0
6,10755,2019-09-01,37.99
6,10755,2019-10-01,44.99
6,10755,2019-11-01,33.99
6,10755,2019-12-01,39.99
7,10755,2019-07-01,36.99
7,10755,2019-08-01,36.99
7,10755,2019-09-01,0.0
7,10755,2019-10-01,36.99
7,10755,2019-11-01,39.99
7,10755,2019-12-01,47.99
1,10756,2019-07-01,39.99
1,10756,2019-08-01,29.99
1,10756,2019-09-01,39.99
1,10756,2019-10-01,31.99
1,10756,2019-11-01,0.0
1,10756,2019-12-01,34.99
2,10756,2019-07-01,44.99
2,10756,2019-08-01,39.99
2,10756,2019-09-01,36.99
2,10756,2019-10-01,36.99
2,10756,2019-11-01,39.99
2,10756,2019-12-01,43.99
3,10756,2019-07-01,41.99
3,10756,2019-08-01,42.99
3,10756,2019-09-01,42.99
3,10756,2019-10-01,29.99
3,10756,2019-11-01,0.0
3,10756,2019-12-01,42.99
4,10756,2019-07-01,38.99
4,10756,2019-08-01,35.99
4,10756,2019-09-01,39.99
4,10756,2019-10-01,35.99
4,10756,2019-11-01,42.99
4,10756,2019-12-01,37.99
5,10756,2019-07-01,44.99
5,10756,2019-08-01,33.99
5,10756,2019-09-01,38.99
5,10756,2019-10-01,38.99
5,10756,2019-11-01,32.99
5,10756,2019-12-01,43.99
6,10756,2019-07-01,44.99
6,10756,2019-08-01,44.99
6,10756,2019-09-01,32.99
6,10756,2019-10-01,32.99
6,10756,2019-11-01,39.99
6,10756,2019-12-01,0.0
7,10756,2019-07-01,44.99
7,10756,2019-08-01,31.99
7,10756,2019-09-01,38.99
7,10756,2019-10-01,0.0
7,10756,2019-11-01,31.99
7,10756,2019-12-01,43.99
1,10757,2019-07-01,0.0
1,10757,2019-08-01,111.99
1,10757,2019-09-01,80.99
1,10757,2019-10-01,96.99
1,10757,2019-11-01,98.99
1,10757,2019-12-01,116.99
2,10757,2019-07-01,88.99
2,10757,2019-08-01,115.99
2,10757,2019-09-01,114.99
2,10757,2019-10-01,98.99
2,10757,2019-11-01,101.99
2,10757,2019-12-01,0.0
3,10757,2019-07-01,99.99
3,10757,2019-08-01,0.0
3,10757,2019-09-01,88.99
3,10757,2019-10-01,85.99
3,10757,2019-11-01,102.99
3,10757,2019-12-01,0.0
4,10757,2019-07-01,90.99
4,10757,2019-08-01,112.99
4,10757,2019-09-01,109.99
4,10757,2019-10-01,93.99
4,10757,2019-11-01,80.99
4,10757,2019-12-01,99.99
5,10757,2019-07-01,89.99
5,10757,2019-08-01,0.0
5,10757,2019-09-01,0.0
5,10757,2019-10-01,88.99
5,10757,2019-11-01,98.99
5,10757,2019-12-01,116.99
6,10757,2019-07-01,0.0
6,10757,2019-08-01,80.99
6,10757,2019-09-01,94.99
6,10757,2019-10-01,103.99
6,10757,2019-11-01,115.99
6,10757,2019-12-01,79.99
7,10757,2019-07-01,94.99
7,10757,2019-08-01,88.99
7,10757,2019-09-01,100.99
7,10757,2019-10-01,97.99
7,10757,2019-11-01,94.99
7,10757,2019-12-01,97.99
1,10758,2019-07-01,93.99
1,10758,2019-08-01,0.0
1,10758,2019-09-01,93.99
1,10758,2019-10-01,90.99
1,10758,2019-11-01,0.0
1,10758,2019-12-01,80.99
2,10758,2019-07-01,106.99
2,10758,2019-08-01,78.99
2,10758,2019-09-01,0.0
2,10758,2019-10-01,86.99
2,10758,2019-11-01,78.99
2,10758,2019-12-01,85.99
3,10758,2019-07-01,112.99
3,10758,2019-08-01,94.99
3,10758,2019-09-01,112.99
3,10758,2019-10-01,76.99
3,10758,2019-11-01,80.99
3,10758,2019-12-01,75.99
4,10758,2019-07-01,90.99
4,10758,2019-08-01,89.99
4,10758,2019-09-01,75.99
4,10758,2019-10-01,109.99
4,10758,2019-11-01,78.99
4,10758,2019-12-01,83.99
5,10758,2019-07-01,99.99
5,10758,2019-08-01,92.99
5,10758,2019-09-01,85.99
5,10758,2019-10-01,83.99
5,10758,2019-11-01,96.99
5,10758,2019-12-01,93.99
6,10758,2019-07-01,97.99
6,10758,2019-08-01,94.99
6,10758,2019-09-01,94.99
6,10758,2019-10-01,98.99
6,10758,2019-11-01,102.99
6,10758,2019-12-01,93.99
7,10758,2019-07-01,100.99
7,10758,2019-08-01,95.99
7,10758,2019-09-01,102.99
7,10758,2019-10-01,103.99
7,10758,2019-11-01,0.0
7,10758,2019-12-01,79.99
1,10759,2019-07-01,89.99
1,10759,2019-08-01,131.99
1,10759,2019-09-01,91.99
1,10759,2019-10-01,114.99
1,10759,2019-11-01,98.99
1,10759,2019-12-01,106.99
2,10759,2019-07-01,118.99
2,10759,2019-08-01,128.99
2,10759,2019-09-01,112.99
2,10759,2019-10-01,122.99
2,10759,2019-11-01,91.99
2,10759,2019-12-01,96.99
3,10759,2019-07-01,109.99
3,10759,2019-08-01,129.99
3,10759,2019-09-01,112.99
3,10759,2019-10-01,0.0
3,10759,2019-11-01,94.99
3,10759,2019-12-01,101.99
4,10759,2019-07-01,87.99
4,10759,2019-08-01,96.99
4,10759,2019-09-01,106.99
4,10759,2019-10-01,126.99
4,10759,2019-11-01,107.99
4,10759,2019-12-01,91.99
5,10759,2019-07-01,113.99
5,10759,2019-08-01,113.99
5,10759,2019-09-01,120.99
5,10759,2019-10-01,116.99
5,10759,2019-11-01,114.99
5,10759,2019-12-01,108.99
6,10759,2019-07-01,94.99
6,10759,2019-08-01,116.99
6,10759,2019-09-01,120.99
6,10759,2019-10-01,0.0
6,10759,2019-11-01,111.99
6,10759,2019-12-01,95.99
7,10759,2019-07-01,105.99
7,10759,2019-08-01,109.99
7,10759,2019-09-01,100.99
7,10759,2019-10-01,128.99
7,10759,2019-11-01,114.99
7,10759,2019-12-01,94.99
1,10760,2019-07-01,120.99
1,10760,2019-08-01,92.99
1,10760,2019-09-01,0.0
1,10760,2019-10-01,98.99
1,10760,2019-11-01,97.99
1,10760,2019-12-01,127.99
2,10760,2019-07-01,116.99
2,10760,2019-08-01,90.99
2,10760,2019-09-01,107.99
2,10760,2019-10-01,89.99
2,10760,2019-11-01,0.0
2,10760,2019-12-01,118.99
3,10760,2019-07-01,93.99
3,10760,2019-08-01,97.99
3,10760,2019-09-01,108.99
3,10760,2019-10-01,122.99
3,10760,2019-11-01,120.99
3,10760,2019-12-01,92.99
4,10760,2019-07-01,131.99
4,10760,2019-08-01,90.99
4,10760,2019-09-01,126.99
4,10760,2019-10-01,108.99
4,10760,2019-11-01,87.99
4,10760,2019-12-01,91.99
5,10760,2019-07-01,113.99
5,10760,2019-08-01,128.99
5,10760,2019-09-01,93.99
5,10760,2019-10-01,0.0
5,10760,2019-11-01,131.99
5,10760,2019-12-01,0.0
6,10760,2019-07-01,115.99
6,10760,2019-08-01,100.99
6,10760,2019-09-01,118.99
6,10760,2019-10-01,130.99
6,10760,2019-11-01,0.0
6,10760,2019-12-01,129.99
7,10760,2019-07-01,89.99
7,10760,2019-08-01,89.99
7,10760,2019-09-01,125.99
7,10760,2019-10-01,109.99
7,10760,2019-11-01,131.99
7,10760,2019-12-01,103.99
1,10761,2019-07-01,189.99
1,10761,2019-08-01,0.0
1,10761,2019-09-01,171.99
1,10761,2019-10-01,191.99
1,10761,2019-11-01,167.99
1,10761,2019-12-01,207.99
2,10761,2019-07-01,0.0
2,10761,2019-08-01,227.99
2,10761,2019-09-01,225.99
2,10761,2019-10-01,0.0
2,10761,2019-11-01,201.99
2,10761,2019-12-01,213.99
3,10761,2019-07-01,213.99
3,10761,2019-08-01,219.99
3,10761,2019-09-01,225.99
3,10761,2019-10-01,201.99
3,10761,2019-11-01,219.99
3,10761,2019-12-01,179.99
4,10761,2019-07-01,187.99
4,10761,2019-08-01,187.99
4,10761,2019-09-01,205.99
4,10761,2019-10-01,189.99
4,10761,2019-11-01,177.99
4,10761,2019-12-01,233.99
5,10761,2019-07-01,191.99
5,10761,2019-08-01,229.99
5,10761,2019-09-01,0.0
5,10761,2019-10-01,233.99
5,10761,2019-11-01,161.99
5,10761,2019-12-01,185.99
6,10761,2019-07-01,185.99
6,10761,2019-08-01,221.99
6,10761,2019-09-01,213.99
6,10761,2019-10-01,211.99
6,10761,2019-11-01,167.99
6,10761,2019-12-01,221.99
7,10761,2019-07-01,203.99
7,10761,2019-08-01,159.99
7,10761,2019-09-01,219.99
7,10761,2019-10-01,227.99
7,10761,2019-11-01,219.99
7,10761,2019-12-01,195.99
1,10762,2019-07-01,252.99
1,10762,2019-08-01,288.99
1,10762,2019-09-01,306.99
1,10762,2019-10-01,239.99
1,10762,2019-11-01,293.99
1,10762,2019-12-01,278.99
2,10762,2019-07-01,0.0
2,10762,2019-08-01,306.99
2,10762,2019-09-01,309.99
2,10762,2019-10-01,265.99
2,10762,2019-11-01,218.99
2,10762,2019-12-01,0.0
3,10762,2019-07-01,311.99
3,10762,2019-08-01,220.99
3,10762,2019-09-01,215.99
3,10762,2019-10-01,257.99
3,10762,2019-11-01,223.99
3,10762,2019-12-01,223.99
4,10762,2019-07-01,298.99
4,10762,2019-08-01,291.99
4,10762,2019-09-01,0.0
4,10762,2019-10-01,280.99
4,10762,2019-11-01,231.99
4,10762,2019-12-01,288.99
5,10762,2019-07-01,285.99
5,10762,2019-08-01,278.99
5,10762,2019-09-01,246.99
5,10762,2019-10-01,0.0
5,10762,2019-11-01,265.99
5,10762,2019-12-01,233.99
6,10762,2019-07-01,301.99
6,10762,2019-08-01,280.99
6,10762,2019-09-01,288.99
6,10762,2019-10-01,278.99
6,10762,2019-11-01,288.99
6,10762,2019-12-01,223.99
7,10762,2019-07-01,249.99
7,10762,2019-08-01,262.99
7,10762,2019-09-01,280.99
7,10762,2019-10-01,309.99
7,10762,2019-11-01,291.99
7,10762,2019-12-01,249.99
1,10763,2019-07-01,130.99
1,10763,2019-08-01,116.99
1,10763,2019-09-01,167.99
1,10763,2019-10-01,142.99
1,10763,2019-11-01,146.99
1,10763,2019-12-01,159.99
2,10763,2019-07-01,167.99
2,10763,2019-08-01,0.0
2,10763,2019-09-01,141.99
2,10763,2019-10-01,159.99
2,10763,2019-11-01,131.99
2,10763,2019-12-01,114.99
3,10763,2019-07-01,121.99
3,10763,2019-08-01,118.99
3,10763,2019-09-01,117.99
3,10763,2019-10-01,152.99
3,10763,2019-11-01,124.99
3,10763,2019-12-01,166.99
4,10763,2019-07-01,167.99
4,10763,2019-08-01,160.99
4,10763,2019-09-01,156.99
4,10763,2019-10-01,146.99
4,10763,2019-11-01,121.99
4,10763,2019-12-01,134.99
5,10763,2019-07-01,124.99
5,10763,2019-08-01,132.99
5,10763,2019-09-01,134.99
5,10763,2019-10-01,124.99
5,10763,2019-11-01,141.99
5,10763,2019-12-01,138.99
6,10763,2019-07-01,113.99
6,10763,2019-08-01,151.99
6,10763,2019-09-01,0.0
6,10763,2019-10-01,159.99
6,10763,2019-11-01,121.99
6,10763,2019-12-01,160.99
7,10763,2019-07-01,149.99
7,10763,2019-08-01,162.99
7,10763,2019-09-01,0.0
7,10763,2019-10-01,144.99
7,10763,2019-11-01,128.99
7,10763,2019-12-01,0.0
1,10764,2019-07-01,112.99
1,10764,2019-08-01,119.99
1,10764,2019-09-01,119.99
1,10764,2019-10-01,100.99
1,10764,2019-11-01,123.99
1,10764,2019-12-01,140.99
2,10764,2019-07-01,119.99
2,10764,2019-08-01,105.99
2,10764,2019-09-01,100.99
2,10764,2019-10-01,139.99
2,10764,2019-11-01,100.99
2,10764,2019-12-01,0.0
3,10764,2019-07-01,110.99
3,10764,2019-08-01,116.99
3,10764,2019-09-01,0.0
3,10764,2019-10-01,143.99
3,10764,2019-11-01,0.0
3,10764,2019-12-01,127.99
4,10764,2019-07-01,0.0
4,10764,2019-08-01,113.99
4,10764,2019-09-01,123.99
4,10764,2019-10-01,130.99
4,10764,2019-11-01,143.99
4,10764,2019-12-01,136.99
5,10764,2019-07-01,121.99
5,10764,2019-08-01,122.99
5,10764,2019-09-01,141.99
5,10764,2019-10-01,97.99
5,10764,2019-11-01,143.99
5,10764,2019-12-01,143.99
6,10764,2019-07-01,117.99
6,10764,2019-08-01,122.99
6,10764,2019-09-01,129.99
6,10764,2019-10-01,123.99
6,10764,2019-11-01,0.0
6,10764,2019-12-01,143.99
7,10764,2019-07-01,136.99
7,10764,2019-08-01,135.99
7,10764,2019-09-01,110.99
7,10764,2019-10-01,137.99
7,10764,2019-11-01,107.99
7,10764,2019-12-01,131.99
1,10765,2019-07-01,95.99
1,10765,2019-08-01,88.99
1,10765,2019-09-01,89.99
1,10765,2019-10-01,97.99
1,10765,2019-11-01,0.0
1,10765,2019-12-01,119.99
2,10765,2019-07-01,119.99
2,10765,2019-08-01,0.0
2,10765,2019-09-01,88.99
2,10765,2019-10-01,89.99
2,10765,2019-11-01,119.99
2,10765,2019-12-01,0.0
3,10765,2019-07-01,99.99
3,10765,2019-08-01,83.99
3,10765,2019-09-01,92.99
3,10765,2019-10-01,92.99
3,10765,2019-11-01,103.99
3,10765,2019-12-01,97.99
4,10765,2019-07-01,94.99
4,10765,2019-08-01,79.99
4,10765,2019-09-01,119.99
4,10765,2019-10-01,91.99
4,10765,2019-11-01,0.0
4,10765,2019-12-01,97.99
5,10765,2019-07-01,100.99
5,10765,2019-08-01,99.99
5,10765,2019-09-01,116.99
5,10765,2019-10-01,0.0
5,10765,2019-11-01,92.99
5,10765,2019-12-01,91.99
6,10765,2019-07-01,82.99
6,10765,2019-08-01,80.99
6,10765,2019-09-01,96.99
6,10765,2019-10-01,86.99
6,10765,2019-11-01,82.99
6,10765,2019-12-01,113.99
7,10765,2019-07-01,97.99
7,10765,2019-08-01,117.99
7,10765,2019-09-01,100.99
7,10765,2019-10-01,94.99
7,10765,2019-11-01,85.99
7,10765,2019-12-01,0.0
1,10766,2019-07-01,0.0
1,10766,2019-08-01,40.99
1,10766,2019-09-01,40.99
1,10766,2019-10-01,40.99
1,10766,2019-11-01,46.99
1,10766,2019-12-01,46.99
2,10766,2019-07-01,50.99
2,10766,2019-08-01,50.99
2,10766,2019-09-01,55.99
2,10766,2019-10-01,41.99
2,10766,2019-11-01,42.99
2,10766,2019-12-01,41.99
3,10766,2019-07-01,43.99
3,10766,2019-08-01,45.99
3,10766,2019-09-01,54.99
3,10766,2019-10-01,42.99
3,10766,2019-11-01,56.99
3,10766,2019-12-01,55.99
4,10766,2019-07-01,53.99
4,10766,2019-08-01,41.99
4,10766,2019-09-01,40.99
4,10766,2019-10-01,54.99
4,10766,2019-11-01,50.99
4,10766,2019-12-01,56.99
5,10766,2019-07-01,56.99
5,10766,2019-08-01,49.99
5,10766,2019-09-01,57.99
5,10766,2019-10-01,52.99
5,10766,2019-11-01,47.99
5,10766,2019-12-01,49.99
6,10766,2019-07-01,57.99
6,10766,2019-08-01,46.99
6,10766,2019-09-01,59.99
6,10766,2019-10-01,59.99
6,10766,2019-11-01,47.99
6,10766,2019-12-01,58.99
7,10766,2019-07-01,0.0
7,10766,2019-08-01,47.99
7,10766,2019-09-01,40.99
7,10766,2019-10-01,51.99
7,10766,2019-11-01,41.99
7,10766,2019-12-01,55.99
1,10767,2019-07-01,48.99
1,10767,2019-08-01,50.99
1,10767,2019-09-01,56.99
1,10767,2019-10-01,44.99
1,10767,2019-11-01,59.99
1,10767,2019-12-01,54.99
2,10767,2019-07-01,43.99
2,10767,2019-08-01,48.99
2,10767,2019-09-01,44.99
2,10767,2019-10-01,55.99
2,10767,2019-11-01,55.99
2,10767,2019-12-01,41.99
3,10767,2019-07-01,50.99
3,10767,2019-08-01,0.0
3,10767,2019-09-01,51.99
3,10767,2019-10-01,47.99
3,10767,2019-11-01,57.99
3,10767,2019-12-01,56.99
4,10767,2019-07-01,47.99
4,10767,2019-08-01,58.99
4,10767,2019-09-01,58.99
4,10767,2019-10-01,55.99
4,10767,2019-11-01,57.99
4,10767,2019-12-01,42.99
5,10767,2019-07-01,49.99
5,10767,2019-08-01,52.99
5,10767,2019-09-01,0.0
5,10767,2019-10-01,51.99
5,10767,2019-11-01,58.99
5,10767,2019-12-01,50.99
6,10767,2019-07-01,51.99
6,10767,2019-08-01,0.0
6,10767,2019-09-01,46.99
6,10767,2019-10-01,45.99
6,10767,2019-11-01,56.99
6,10767,2019-12-01,49.99
7,10767,2019-07-01,50.99
7,10767,2019-08-01,44.99
7,10767,2019-09-01,41.99
7,10767,2019-10-01,48.99
7,10767,2019-11-01,47.99
7,10767,2019-12-01,51.99
1,10768,2019-07-01,60.99
1,10768,2019-08-01,63.99
1,10768,2019-09-01,53.99
1,10768,2019-10-01,65.99
1,10768,2019-11-01,66.99
1,10768,2019-12-01,65.99
2,10768,2019-07-01,52.99
2,10768,2019-08-01,60.99
2,10768,2019-09-01,63.99
2,10768,2019-10-01,58.99
2,10768,2019-11-01,0.0
2,10768,2019-12-01,58.99
3,10768,2019-07-01,66.99
3,10768,2019-08-01,69.99
3,10768,2019-09-01,0.0
3,10768,2019-10-01,50.99
3,10768,2019-11-01,61.99
3,10768,2019-12-01,65.99
4,10768,2019-07-01,54.99
4,10768,2019-08-01,57.99
4,10768,2019-09-01,55.99
4,10768,2019-10-01,52.99
4,10768,2019-11-01,50.99
4,10768,2019-12-01,0.0
5,10768,2019-07-01,50.99
5,10768,2019-08-01,62.99
5,10768,2019-09-01,50.99
5,10768,2019-10-01,66.99
5,10768,2019-11-01,57.99
5,10768,2019-12-01,58.99
6,10768,2019-07-01,58.99
6,10768,2019-08-01,49.99
6,10768,2019-09-01,46.99
6,10768,2019-10-01,49.99
6,10768,2019-11-01,50.99
6,10768,2019-12-01,0.0
7,10768,2019-07-01,62.99
7,10768,2019-08-01,56.99
7,10768,2019-09-01,56.99
7,10768,2019-10-01,56.99
7,10768,2019-11-01,58.99
7,10768,2019-12-01,58.99
1,10769,2019-07-01,123.99
1,10769,2019-08-01,135.99
1,10769,2019-09-01,146.99
1,10769,2019-10-01,127.99
1,10769,2019-11-01,158.99
1,10769,2019-12-01,0.0
2,10769,2019-07-01,141.99
2,10769,2019-08-01,141.99
2,10769,2019-09-01,163.99
2,10769,2019-10-01,130.99
2,10769,2019-11-01,142.99
2,10769,2019-12-01,163.99
3,10769,2019-07-01,0.0
3,10769,2019-08-01,163.99
3,10769,2019-09-01,146.99
3,10769,2019-10-01,135.99
3,10769,2019-11-01,120.99
3,10769,2019-12-01,166.99
4,10769,2019-07-01,0.0
4,10769,2019-08-01,160.99
4,10769,2019-09-01,130.99
4,10769,2019-10-01,0.0
4,10769,2019-11-01,165.99
4,10769,2019-12-01,130.99
5,10769,2019-07-01,124.99
5,10769,2019-08-01,160.99
5,10769,2019-09-01,138.99
5,10769,2019-10-01,125.99
5,10769,2019-11-01,137.99
5,10769,2019-12-01,139.99
6,10769,2019-07-01,124.99
6,10769,2019-08-01,0.0
6,10769,2019-09-01,113.99
6,10769,2019-10-01,113.99
6,10769,2019-11-01,144.99
6,10769,2019-12-01,124.99
7,10769,2019-07-01,148.99
7,10769,2019-08-01,155.99
7,10769,2019-09-01,124.99
7,10769,2019-10-01,166.99
7,10769,2019-11-01,128.99
7,10769,2019-12-01,137.99
1,10770,2019-07-01,60.99
1,10770,2019-08-01,70.99
1,10770,2019-09-01,73.99
1,10770,2019-10-01,76.99
1,10770,2019-11-01,52.99
1,10770,2019-12-01,59.99
2,10770,2019-07-01,62.99
2,10770,2019-08-01,72.99
2,10770,2019-09-01,66.99
2,10770,2019-10-01,67.99
2,10770,2019-11-01,73.99
2,10770,2019-12-01,53.99
3,10770,2019-07-01,55.99
3,10770,2019-08-01,53.99
3,10770,2019-09-01,64.99
3,10770,2019-10-01,73.99
3,10770,2019-11-01,57.99
3,10770,2019-12-01,76.99
4,10770,2019-07-01,76.99
4,10770,2019-08-01,76.99
4,10770,2019-09-01,65.99
4,10770,2019-10-01,53.99
4,10770,2019-11-01,0.0
4,10770,2019-12-01,63.99
5,10770,2019-07-01,64.99
5,10770,2019-08-01,76.99
5,10770,2019-09-01,69.99
5,10770,2019-10-01,68.99
5,10770,2019-11-01,66.99
5,10770,2019-12-01,58.99
6,10770,2019-07-01,54.99
6,10770,2019-08-01,70.99
6,10770,2019-09-01,69.99
6,10770,2019-10-01,69.99
6,10770,2019-11-01,0.0
6,10770,2019-12-01,59.99
7,10770,2019-07-01,57.99
7,10770,2019-08-01,53.99
7,10770,2019-09-01,72.99
7,10770,2019-10-01,74.99
7,10770,2019-11-01,72.99
7,10770,2019-12-01,0.0
1,10771,2019-07-01,285.99
1,10771,2019-08-01,283.99
1,10771,2019-09-01,207.99
1,10771,2019-10-01,270.99
1,10771,2019-11-01,311.99
1,10771,2019-12-01,226.99
2,10771,2019-07-01,244.99
2,10771,2019-08-01,0.0
2,10771,2019-09-01,233.99
2,10771,2019-10-01,270.99
2,10771,2019-11-01,306.99
2,10771,2019-12-01,275.99
3,10771,2019-07-01,0.0
3,10771,2019-08-01,270.99
3,10771,2019-09-01,246.99
3,10771,2019-10-01,285.99
3,10771,2019-11-01,296.99
3,10771,2019-12-01,275.99
4,10771,2019-07-01,249.99
4,10771,2019-08-01,215.99
4,10771,2019-09-01,270.99
4,10771,2019-10-01,218.99
4,10771,2019-11-01,223.99
4,10771,2019-12-01,0.0
5,10771,2019-07-01,267.99
5,10771,2019-08-01,278.99
5,10771,2019-09-01,272.99
5,10771,2019-10-01,244.99
5,10771,2019-11-01,252.99
5,10771,2019-12-01,301.99
6,10771,2019-07-01,275.99
6,10771,2019-08-01,259.99
6,10771,2019-09-01,311.99
6,10771,2019-10-01,0.0
6,10771,2019-11-01,262.99
6,10771,2019-12-01,270.99
7,10771,2019-07-01,293.99
7,10771,2019-08-01,0.0
7,10771,2019-09-01,252.99
7,10771,2019-10-01,270.99
7,10771,2019-11-01,278.99
7,10771,2019-12-01,275.99
1,10772,2019-07-01,118.99
1,10772,2019-08-01,123.99
1,10772,2019-09-01,105.99
1,10772,2019-10-01,124.99
1,10772,2019-11-01,154.99
1,10772,2019-12-01,154.99
2,10772,2019-07-01,111.99
2,10772,2019-08-01,109.99
2,10772,2019-09-01,145.99
2,10772,2019-10-01,114.99
2,10772,2019-11-01,115.99
2,10772,2019-12-01,139.99
3,10772,2019-07-01,0.0
3,10772,2019-08-01,0.0
3,10772,2019-09-01,139.99
3,10772,2019-10-01,126.99
3,10772,2019-11-01,103.99
3,10772,2019-12-01,128.99
4,10772,2019-07-01,103.99
4,10772,2019-08-01,131.99
4,10772,2019-09-01,103.99
4,10772,2019-10-01,105.99
4,10772,2019-11-01,126.99
4,10772,2019-12-01,129.99
5,10772,2019-07-01,135.99
5,10772,2019-08-01,132.99
5,10772,2019-09-01,111.99
5,10772,2019-10-01,109.99
5,10772,2019-11-01,128.99
5,10772,2019-12-01,103.99
6,10772,2019-07-01,149.99
6,10772,2019-08-01,103.99
6,10772,2019-09-01,0.0
6,10772,2019-10-01,142.99
6,10772,2019-11-01,155.99
6,10772,2019-12-01,152.99
7,10772,2019-07-01,145.99
7,10772,2019-08-01,148.99
7,10772,2019-09-01,148.99
7,10772,2019-10-01,123.99
7,10772,2019-11-01,133.99
7,10772,2019-12-01,146.99
1,10773,2019-07-01,76.99
1,10773,2019-08-01,75.99
1,10773,2019-09-01,73.99
1,10773,2019-10-01,70.99
1,10773,2019-11-01,68.99
1,10773,2019-12-01,85.99
2,10773,2019-07-01,0.0
2,10773,2019-08-01,81.99
2,10773,2019-09-01,70.99
2,10773,2019-10-01,86.99
2,10773,2019-11-01,78.99
2,10773,2019-12-01,87.99
3,10773,2019-07-01,77.99
3,10773,2019-08-01,79.99
3,10773,2019-09-01,67.99
3,10773,2019-10-01,63.99
3,10773,2019-11-01,72.99
3,10773,2019-12-01,0.0
4,10773,2019-07-01,86.99
4,10773,2019-08-01,64.99
4,10773,2019-09-01,71.99
4,10773,2019-10-01,59.99
4,10773,2019-11-01,63.99
4,10773,2019-12-01,72.99
5,10773,2019-07-01,72.99
5,10773,2019-08-01,59.99
5,10773,2019-09-01,83.99
5,10773,2019-10-01,86.99
5,10773,2019-11-01,68.99
5,10773,2019-12-01,62.99
6,10773,2019-07-01,61.99
6,10773,2019-08-01,0.0
6,10773,2019-09-01,81.99
6,10773,2019-10-01,81.99
6,10773,2019-11-01,61.99
6,10773,2019-12-01,59.99
7,10773,2019-07-01,83.99
7,10773,2019-08-01,0.0
7,10773,2019-09-01,61.99
7,10773,2019-10-01,63.99
7,10773,2019-11-01,86.99
7,10773,2019-12-01,82.99
1,10774,2019-07-01,45.99
1,10774,2019-08-01,53.99
1,10774,2019-09-01,44.99
1,10774,2019-10-01,52.99
1,10774,2019-11-01,41.99
1,10774,2019-12-01,0.0
2,10774,2019-07-01,42.99
2,10774,2019-08-01,46.99
2,10774,2019-09-01,37.99
2,10774,2019-10-01,44.99
2,10774,2019-11-01,37.99
2,10774,2019-12-01,39.99
3,10774,2019-07-01,40.99
3,10774,2019-08-01,42.99
3,10774,2019-09-01,52.99
3,10774,2019-10-01,41.99
3,10774,2019-11-01,38.99
3,10774,2019-12-01,48.99
4,10774,2019-07-01,35.99
4,10774,2019-08-01,36.99
4,10774,2019-09-01,35.99
4,10774,2019-10-01,52.99
4,10774,2019-11-01,53.99
4,10774,2019-12-01,38.99
5,10774,2019-07-01,50.99
5,10774,2019-08-01,48.99
5,10774,2019-09-01,40.99
5,10774,2019-10-01,46.99
5,10774,2019-11-01,44.99
5,10774,2019-12-01,0.0
6,10774,2019-07-01,49.99
6,10774,2019-08-01,49.99
6,10774,2019-09-01,46.99
6,10774,2019-10-01,53.99
6,10774,2019-11-01,49.99
6,10774,2019-12-01,48.99
7,10774,2019-07-01,47.99
7,10774,2019-08-01,0.0
7,10774,2019-09-01,41.99
7,10774,2019-10-01,37.99
7,10774,2019-11-01,47.99
7,10774,2019-12-01,50.99
1,10775,2019-07-01,76.99
1,10775,2019-08-01,69.99
1,10775,2019-09-01,79.99
1,10775,2019-10-01,63.99
1,10775,2019-11-01,56.99
1,10775,2019-12-01,68.99
2,10775,2019-07-01,72.99
2,10775,2019-08-01,61.99
2,10775,2019-09-01,0.0
2,10775,2019-10-01,83.99
2,10775,2019-11-01,75.99
2,10775,2019-12-01,0.0
3,10775,2019-07-01,79.99
3,10775,2019-08-01,83.99
3,10775,2019-09-01,66.99
3,10775,2019-10-01,69.99
3,10775,2019-11-01,76.99
3,10775,2019-12-01,69.99
4,10775,2019-07-01,64.99
4,10775,2019-08-01,62.99
4,10775,2019-09-01,76.99
4,10775,2019-10-01,60.99
4,10775,2019-11-01,59.99
4,10775,2019-12-01,79.99
